idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,anomaly_label_x,anomaly_label_y,net_spending,fee_ratio,cashback_ratio,points_per_dollar,hour,weekday,is_weekend,day_part,transactions_per_user,avg_spent_per_user,merchant_transaction_count
80,f94efc68-227c-46ba-a6dd-d8706455aa39,USER_02077,2023-08-23 15:48:00,Flight Booking,Chennai to Hyderabad,MakeMyTrip,7018.18,14.38,1.93,130,Credit Card,Successful,MERCH_0025,Android,Urban,normal,normal,7016.25,0.002048964261389705,0.00027500007124354174,0.018523320860963952,15,2,0,Afternoon,2,4902.175,7
81,0f0ee41a-c0cb-48cb-9e3a-466cb5cd374e,USER_06845,2023-08-23 16:38:00,Insurance Premium,Travel Insurance,HDFC Life,7061.81,16.36,31.02,689,Debit Card,Successful,MERCH_0836,Android,Urban,normal,normal,7030.79,0.0023166865152135217,0.004392641546572337,0.09756705433876017,16,2,0,Afternoon,1,7061.81,5
82,a0fbbff8-dd54-4897-b6b3-9992711bf576,USER_02524,2023-08-23 17:36:00,Electricity Bill,Industrial Bill,Reliance Energy,4136.44,27.96,79.1,85,Bank Transfer,Successful,MERCH_0059,Android,Urban,normal,normal,4057.3399999999997,0.00675943564997921,0.019122723888174372,0.020549071181982577,17,2,0,Afternoon,1,4136.44,7
83,e204f872-24c1-4cd3-a98e-313027c7dd03,USER_05459,2023-08-23 20:10:00,Loan Repayment,Home Loan EMI,SBI,4527.36,44.44,43.92,771,Debit Card,Failed,MERCH_0086,Android,Urban,normal,normal,4483.44,0.009815875035340685,0.009701017811704836,0.1702979219677693,20,2,0,Evening,1,4527.36,7
84,fe525678-2715-4b45-9ec6-9f5db92547bb,USER_06965,2023-08-23 23:07:00,Loan Repayment,Business Loan Repayment,Bajaj Finserv,7892.35,1.59,10.34,712,Debit Card,Successful,MERCH_0914,iOS,Urban,normal,normal,7882.01,0.0002014609083479572,0.0013101294291307404,0.09021394134826763,23,2,0,Evening,1,7892.35,4
85,b2c258bb-ba9c-42d1-9419-76847927d525,USER_02936,2023-08-24 03:27:00,Mobile Recharge,Data Pack 50GB,Vodafone,2668.82,16.31,8.45,100,UPI,Successful,MERCH_0536,Android,Urban,normal,normal,2660.3700000000003,0.006111315113046215,0.003166193298911129,0.03746974318238023,3,3,0,Night,2,3329.4350000000004,6
86,d897b708-d59b-4b23-bded-0a24f5a4e0fa,USER_00889,2023-08-24 03:32:00,Education Fee,MBA Entrance Prep,Udemy,8739.5,6.53,1.15,368,Bank Transfer,Successful,MERCH_0028,iOS,Urban,normal,normal,8738.35,0.0007471823330854168,0.00013158647519880999,0.0421076720636192,3,3,0,Night,1,8739.5,4
87,7b68998f-2aaf-4733-b873-1a46fa2c56f5,USER_02268,2023-08-24 05:04:00,Flight Booking,Ahmedabad to Jaipur,Yatra,5080.37,18.86,61.96,536,Credit Card,Successful,MERCH_0292,iOS,Urban,normal,normal,5018.41,0.0037123280390995144,0.012195962105122264,0.10550412666793954,5,3,0,Night,2,3069.015,6
88,6faef832-98c9-435b-8e2d-e0950486c941,USER_06110,2023-08-24 05:46:00,Mobile Recharge,Annual Plan 2999,Jio,8451.05,5.48,6.55,265,Credit Card,Successful,MERCH_0796,Android,Urban,normal,normal,8444.5,0.0006484401346578236,0.0007750516208045155,0.03135705030735826,5,3,0,Night,1,8451.05,6
89,46447c57-cf75-4128-8487-802e3111104c,USER_06578,2023-08-24 06:02:00,Bus Ticket,Volvo Multi-Axle,Goibibo,12.86,36.32,18.54,271,Credit Card,Successful,MERCH_0924,Web,Urban,normal,normal,-5.68,2.824261275272162,1.4416796267496113,21.073094867807153,6,3,0,Morning,3,2008.0933333333332,6
90,dbdd2a0c-4e9c-4953-99ce-3d3eb5298798,USER_03529,2023-08-24 09:32:00,Grocery Shopping,Whole Wheat Atta,BigBasket,1445.33,18.06,53.29,995,Credit Card,Successful,MERCH_0426,iOS,Urban,normal,normal,1392.04,0.012495416271716494,0.036870472487252046,0.6884240969190427,9,3,0,Morning,1,1445.33,3
91,4cf9c225-0e97-4ad4-8e42-9e70029004fa,USER_03485,2023-08-24 09:55:00,Water Bill,Industrial Use,Hyderabad Water Board,3635.8,5.49,16.98,506,Credit Card,Successful,MERCH_0599,Android,Urban,normal,normal,3618.82,0.0015099840475273668,0.004670223884702129,0.139171571593597,9,3,0,Morning,1,3635.8,6
92,722acc23-f00b-4f1e-ba1a-ce5141b93df0,USER_00515,2023-08-24 13:18:00,Internet Bill,Student Special Plan,Jio Fiber,9480.13,13.75,66.23,765,Credit Card,Successful,MERCH_0376,Android,Urban,normal,normal,9413.9,0.0014504020514486617,0.0069861911176323545,0.08069509595332554,13,3,0,Afternoon,2,8234.625,14
93,47c2aa95-9d76-45bd-a9cc-8b0ca46ab633,USER_02129,2023-08-24 15:15:00,Bus Ticket,AC Seater,Goibibo,7517.7,21.91,94.53,777,Wallet Balance,Successful,MERCH_0783,Android,Urban,normal,normal,7423.17,0.0029144552190164545,0.012574324593958259,0.10335607965202123,15,3,0,Afternoon,1,7517.7,4
94,9d9503cd-cdd8-445d-88ca-5323bc6fa8f4,USER_08642,2023-08-24 17:22:00,Internet Bill,4G Unlimited Plan,Jio Fiber,2207.77,43.56,1.96,974,Wallet Balance,Successful,MERCH_0557,iOS,Suburban,normal,normal,2205.81,0.019730316110826762,0.0008877736358406899,0.44116914352491426,17,3,0,Afternoon,1,2207.77,7
95,4ef97d92-fd71-406d-9f57-6daac104b60c,USER_00975,2023-08-24 18:51:00,Food Delivery,Butter Chicken,Uber Eats,3366.31,2.87,75.32,301,Bank Transfer,Successful,MERCH_0183,Android,Urban,normal,normal,3290.99,0.0008525655688275887,0.02237464761118257,0.08941541331606417,18,3,0,Evening,1,3366.31,11
96,76411eb6-92bb-45bc-8266-fe3ecdcd7a2f,USER_06105,2023-08-24 20:49:00,Rent Payment,2BHK Flat Deposit,Nestaway,1238.04,31.05,7.53,215,UPI,Successful,MERCH_0193,iOS,Suburban,normal,normal,1230.51,0.025079965106135506,0.006082194436367161,0.1736615941326613,20,3,0,Evening,2,637.98,5
97,83719b09-f0c1-4387-940d-7887070c9356,USER_05483,2023-08-24 21:08:00,Streaming Service,Basic Plan,ZEE5,6361.03,6.08,16.61,185,Debit Card,Successful,MERCH_0351,Android,Suburban,normal,normal,6344.42,0.0009558200480110926,0.002611212335109251,0.02908334027665331,21,3,0,Evening,2,5982.275,6
98,c62a1a6c-4108-4e32-a49a-e621c4cf7cd1,USER_03020,2023-08-24 21:35:00,Food Delivery,Masala Dosa,Domino's,2966.49,36.57,25.29,17,Bank Transfer,Successful,MERCH_0314,Web,Urban,normal,normal,2941.2,0.012327700413620139,0.008525226783167987,0.005730678343766539,21,3,0,Evening,1,2966.49,3
99,eef0ec78-df0d-4f08-9397-7f5d91511cec,USER_00836,2023-08-24 21:56:00,Food Delivery,Pizza Margherita,Uber Eats,8591.59,40.07,8.79,639,Credit Card,Successful,MERCH_0491,Android,Urban,normal,normal,8582.8,0.004663863149894257,0.001023093513540567,0.07437505746899002,21,3,0,Evening,1,8591.59,5
100,bc531e39-cb1c-421f-a103-be39f7f80c6d,USER_09219,2023-08-25 04:08:00,Education Fee,MBA Entrance Prep,Coursera,4804.37,47.31,34.84,59,UPI,Successful,MERCH_0180,Android,Urban,normal,normal,4769.53,0.009847284867735,0.00725173123635357,0.012280486307257768,4,4,0,Night,3,5069.5199999999995,9
101,6f247193-36fc-4ecf-a484-75da7a556e16,USER_02867,2023-08-25 04:10:00,Water Bill,Tanker Supply,Bangalore Water Supply,7572.76,23.8,4.28,743,UPI,Successful,MERCH_0756,iOS,Suburban,normal,normal,7568.4800000000005,0.003142843560339955,0.0005651836318594542,0.09811482207279776,4,4,0,Night,2,6960.8,3
102,8c5f4fa8-a76b-46ce-9734-c5f3129c34cc,USER_08415,2023-08-25 04:37:00,Streaming Service,Premium Plan,Hotstar,5841.56,33.2,5.62,657,Debit Card,Successful,MERCH_0437,Web,Urban,normal,normal,5835.9400000000005,0.005683413334794131,0.000962071775347681,0.11246995665541396,4,4,0,Night,2,5362.465,7
103,29f43ae0-e54f-472c-9a06-e4326c581b03,USER_00933,2023-08-25 06:56:00,Electricity Bill,Agricultural Bill,Reliance Energy,5060.4,40.23,34.4,808,Bank Transfer,Successful,MERCH_0264,Web,Urban,normal,normal,5026.0,0.007949964429689352,0.006797881590388112,0.15967117223934868,6,4,0,Morning,1,5060.4,4
104,69852da3-c8a2-4f28-b358-f661e1ef68f6,USER_00664,2023-08-25 08:08:00,Education Fee,MBA Entrance Prep,Coursera,6696.57,37.49,31.55,741,Bank Transfer,Successful,MERCH_0406,Android,Rural,normal,normal,6665.0199999999995,0.005598388428703053,0.004711367162592193,0.11065366299463755,8,4,0,Morning,2,7173.65,6
105,e6b75594-2fd3-4b13-9961-a78718a09802,USER_06850,2023-08-25 09:58:00,Water Bill,Commercial Property,Chennai Metro Water,6139.37,24.65,35.73,105,Credit Card,Successful,MERCH_0848,Android,Urban,normal,normal,6103.64,0.004015069950174041,0.005819815388223873,0.017102732039280904,9,4,0,Morning,1,6139.37,11
106,e4e06d74-5019-4c1c-9e6f-72a13cb0d55e,USER_09242,2023-08-25 10:33:00,Mobile Recharge,Family Plan 999,Vodafone,311.14,24.2,73.73,470,Debit Card,Successful,MERCH_0572,iOS,Urban,normal,normal,237.40999999999997,0.0777784919971717,0.23696728160956484,1.5105740181268883,10,4,0,Morning,1,311.14,5
107,6cd180f1-cd2f-44d3-8f81-afc5e3d16e9b,USER_06733,2023-08-25 14:43:00,Grocery Shopping,Basmati Rice,BigBasket,4241.54,38.1,37.51,140,Credit Card,Successful,MERCH_0034,iOS,Urban,normal,normal,4204.03,0.008982586513389006,0.008843486092315526,0.0330068795767575,14,4,0,Afternoon,3,4757.02,3
108,56df4426-491c-4a04-a78c-0c30ebbbebc4,USER_01196,2023-08-25 15:14:00,Grocery Shopping,Dairy Milk Chocolate,Grofers,9425.57,35.34,32.74,46,Credit Card,Successful,MERCH_0345,Android,Urban,normal,normal,9392.83,0.0037493753693410587,0.0034735299828021014,0.004880341454150784,15,4,0,Afternoon,1,9425.57,7
109,824f8b67-469f-41c2-9647-8440694c25d9,USER_02750,2023-08-25 15:37:00,Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,2356.93,20.48,78.2,356,Debit Card,Successful,MERCH_0969,Android,Urban,normal,normal,2278.73,0.00868926951585325,0.03317875371775997,0.15104394275604283,15,4,0,Afternoon,2,4286.03,4
110,fa48c4e7-90f5-4cc0-8793-4e33d6319e0a,USER_05320,2023-08-25 16:25:00,Online Shopping,Smart LED TV,Snapdeal,7395.31,23.91,39.39,798,Debit Card,Successful,MERCH_0606,Android,Suburban,normal,normal,7355.92,0.003233130186564187,0.0053263487264225565,0.10790622705471441,16,4,0,Afternoon,3,4448.743333333334,6
111,92bfc69e-b10d-4510-97c0-680cc2b7c8ea,USER_09262,2023-08-25 19:43:00,Electricity Bill,Commercial Bill,CESC,7602.07,34.42,82.11,849,UPI,Successful,MERCH_1000,iOS,Urban,normal,normal,7519.96,0.004527714162063754,0.010801005515602988,0.11168010818106122,19,4,0,Evening,2,8484.92,3
112,8d1428cb-4a7e-43dd-beda-3bc54865b79e,USER_06818,2023-08-25 21:13:00,Streaming Service,Family Subscription,ZEE5,6337.18,6.01,99.34,679,Credit Card,Successful,MERCH_0844,iOS,Rural,normal,normal,6237.84,0.0009483713576070112,0.015675742207101582,0.10714544955327132,21,4,0,Evening,1,6337.18,5
113,bfff01fd-a0f1-4798-8339-25d5a53802d3,USER_01268,2023-08-25 21:29:00,Taxi Fare,City Ride,Ola,3692.3,6.02,95.87,929,Bank Transfer,Successful,MERCH_0482,iOS,Urban,normal,normal,3596.4300000000003,0.0016304200633751318,0.025964845760095334,0.25160469084310594,21,4,0,Evening,1,3692.3,2
114,0417b394-5ecb-4b8f-b47d-4a5083857e09,USER_09924,2023-08-26 02:13:00,Grocery Shopping,Basmati Rice,Grofers,1142.21,35.62,42.15,124,Wallet Balance,Failed,MERCH_0943,Android,Urban,normal,normal,1100.06,0.031185158596055012,0.036902145840081946,0.1085614729340489,2,5,1,Night,1,1142.21,4
115,06ce6a70-0dd9-45b6-8a3a-7029420cb38e,USER_07258,2023-08-26 03:26:00,Education Fee,Python Programming Course,Unacademy,285.88,45.46,12.95,75,UPI,Successful,MERCH_0453,Android,Urban,anomaly,anomaly,272.93,0.15901776969357773,0.045298726738491675,0.2623478382538128,3,5,1,Night,2,4867.919999999999,7
116,3a534caf-6a8e-437f-9fc0-9c618c32965e,USER_09996,2023-08-26 07:11:00,Gas Bill,Auto LPG,Adani Gas,4850.57,18.27,72.06,772,Wallet Balance,Successful,MERCH_0801,iOS,Suburban,normal,normal,4778.509999999999,0.0037665676405041057,0.014855985997521942,0.1591565527350394,7,5,1,Morning,1,4850.57,1
117,2abe84f3-f768-4c3c-aed0-e87a1ea1b54f,USER_03718,2023-08-26 07:19:00,Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,2561.56,17.73,85.84,601,Credit Card,Successful,MERCH_0827,iOS,Urban,normal,normal,2475.72,0.006921563422289542,0.033510829338371934,0.23462265182154626,7,5,1,Morning,1,2561.56,4
118,2c46ab5a-857e-4cda-9a11-07155dc70e6a,USER_02774,2023-08-26 10:05:00,Mobile Recharge,Postpaid Plan 599,BSNL,7444.55,31.44,6.0,713,Bank Transfer,Successful,MERCH_0941,iOS,Suburban,normal,normal,7438.55,0.00422322370055947,0.0008059587214808148,0.09577476140263683,10,5,1,Morning,1,7444.55,8
119,8d3fcff9-cedd-4e1b-8ecd-8768513c588d,USER_02811,2023-08-26 14:47:00,Streaming Service,Basic Plan,Hotstar,4107.54,48.36,74.12,287,Wallet Balance,Successful,MERCH_0142,Android,Urban,normal,normal,4033.42,0.01177347025226778,0.018044863835775186,0.06987150459885966,14,5,1,Afternoon,1,4107.54,5
120,aadcdecc-e35e-49a6-a26d-3a6bc2e8599c,USER_02102,2023-08-26 15:51:00,Gift Card,Rs. 2000 Gift Voucher,Lifestyle,8138.42,11.22,37.25,26,Wallet Balance,Successful,MERCH_0815,iOS,Suburban,normal,normal,8101.17,0.0013786459779662392,0.004577055497258681,0.0031947233001000195,15,5,1,Afternoon,2,7755.135,6
121,16f56a5f-d078-4c97-9c4d-186f3a6a6005,USER_09149,2023-08-27 00:08:00,Taxi Fare,Share Ride,Jugnoo,7753.32,14.2,51.88,10,Debit Card,Successful,MERCH_0581,iOS,Suburban,normal,normal,7701.44,0.0018314734849071107,0.006691327070209923,0.00128977005979374,0,6,1,Night,3,4110.836666666667,4
122,244f408a-bf66-446b-b91a-4cf5b975c23c,USER_02898,2023-08-27 02:29:00,Electricity Bill,Residential Bill,BSES,401.62,34.59,49.53,974,Credit Card,Successful,MERCH_0244,Web,Urban,normal,normal,352.09000000000003,0.08612618893481401,0.12332553159703202,2.4251780289826206,2,6,1,Night,1,401.62,5
123,846463d6-e901-4ac5-8d48-a51479370c63,USER_03240,2023-08-27 04:36:00,Gaming Credits,1000 Game Coins,PUBG Mobile,9798.21,10.88,74.99,648,Bank Transfer,Successful,MERCH_0201,iOS,Urban,normal,normal,9723.22,0.0011104069008522988,0.007653438740341348,0.06613452865370308,4,6,1,Night,2,7875.78,10
124,fbde7f5e-495c-40f5-9dc4-f2ddb431dd66,USER_02003,2023-08-27 05:18:00,Insurance Premium,Home Insurance,Max Life,3219.31,30.47,16.05,184,Wallet Balance,Successful,MERCH_0591,iOS,Urban,normal,normal,3203.2599999999998,0.009464761082343731,0.004985540379770821,0.05715510466528542,5,6,1,Night,1,3219.31,5
125,6864b904-d7ac-4e67-9ac5-22c822552777,USER_00265,2023-08-27 12:26:00,Loan Repayment,Business Loan Repayment,Axis Bank,7838.24,38.64,2.2,320,Debit Card,Successful,MERCH_0037,iOS,Urban,normal,normal,7836.04,0.004929678091000021,0.0002806752536283656,0.04082549143685317,12,6,1,Afternoon,1,7838.24,4
126,b68c74d4-83e3-4feb-b798-8347fc56b9b6,USER_02119,2023-08-27 14:43:00,Loan Repayment,Education Loan EMI,Bajaj Finserv,9563.15,6.98,39.67,987,Bank Transfer,Successful,MERCH_0852,Android,Urban,normal,normal,9523.48,0.0007298850274229726,0.004148214761872396,0.10320867078316245,14,6,1,Afternoon,1,9563.15,6
127,1b8a151b-c23a-4212-9dfd-a2bdfbd8195f,USER_09176,2023-08-27 20:19:00,Mobile Recharge,Data Pack 50GB,Jio,8770.44,14.71,65.33,551,UPI,Successful,MERCH_0405,Android,Urban,normal,normal,8705.11,0.0016772248598702004,0.007448885118648551,0.06282467014197692,20,6,1,Evening,2,7541.280000000001,7
128,86586ced-1fe3-48d3-8a23-f3979fcf3ab3,USER_01496,2023-08-28 02:17:00,Taxi Fare,Share Ride,Ola,5436.1,44.56,33.44,84,Wallet Balance,Successful,MERCH_0120,iOS,Urban,normal,normal,5402.660000000001,0.008197053034344474,0.006151468883942531,0.015452254373539852,2,0,0,Night,1,5436.1,8
129,cd843cc4-a697-479c-b8be-c9ff2f97f28d,USER_05834,2023-08-28 11:10:00,Gaming Credits,Legendary Weapon,PUBG Mobile,2008.49,34.38,6.54,405,Credit Card,Successful,MERCH_0743,Web,Urban,normal,normal,2001.95,0.01711733690483896,0.00325617752640043,0.20164402113030186,11,0,0,Morning,2,3479.83,5
130,78b81362-4180-43e2-a794-97888a41faa5,USER_00028,2023-08-28 13:13:00,Insurance Premium,Motor Insurance,HDFC Life,159.65,40.69,99.87,827,Bank Transfer,Successful,MERCH_0605,Android,Urban,anomaly,anomaly,59.78,0.25487002818665827,0.6255559035389916,5.180081428124021,13,0,0,Afternoon,4,3833.45,4
131,475ae117-6657-48b5-87e6-9fa2814efdef,USER_05235,2023-08-28 15:57:00,Online Shopping,Laptop Backpack,Myntra,9479.03,12.31,65.73,200,UPI,Successful,MERCH_0716,Android,Urban,normal,normal,9413.300000000001,0.0012986560861185162,0.00693425382132982,0.021099205298432434,15,0,0,Afternoon,1,9479.03,5
132,17644a73-ed3e-4c4d-b07c-357655640716,USER_01438,2023-08-28 19:42:00,Streaming Service,Basic Plan,Amazon Prime,808.63,1.44,55.3,293,UPI,Successful,MERCH_0258,iOS,Urban,normal,normal,753.33,0.0017807897307792191,0.06838727230006307,0.36234124383216054,19,0,0,Evening,1,808.63,8
133,1fc9b5e7-83bd-41dd-ad63-6957c8316ef2,USER_00531,2023-08-29 01:01:00,Electricity Bill,Residential Bill,Reliance Energy,4637.33,24.59,36.95,276,Debit Card,Successful,MERCH_0585,Android,Suburban,normal,normal,4600.38,0.005302620257777644,0.007967947072992435,0.05951700655333996,1,1,0,Night,1,4637.33,6
134,1baa999e-87c7-4a8a-8fe5-9740398f6695,USER_02780,2023-08-29 01:24:00,Flight Booking,Pune to Goa,Ixigo,6639.25,46.3,72.48,462,Wallet Balance,Successful,MERCH_0270,Android,Urban,normal,normal,6566.77,0.006973679255940053,0.010916895733704862,0.06958617313702602,1,1,0,Night,1,6639.25,4
135,228847cc-6b71-4fc0-b4ba-7ec458d9ea90,USER_09440,2023-08-29 02:31:00,Food Delivery,Butter Chicken,Uber Eats,4260.66,16.61,9.01,2,Wallet Balance,Successful,MERCH_0723,Android,Suburban,normal,normal,4251.65,0.0038984570465608616,0.0021146958452446336,0.00046941084245163896,2,1,0,Night,2,6693.22,7
136,53dc933f-56e1-40a9-a4fb-dd946cc61a41,USER_01017,2023-08-29 02:37:00,Hotel Booking,Deluxe Room,Airbnb,8409.93,42.68,71.4,996,Wallet Balance,Successful,MERCH_0829,Android,Urban,normal,normal,8338.53,0.005074953061440464,0.008489963650113615,0.11843142570746724,2,1,0,Night,1,8409.93,7
137,c53c8f5c-f4d9-41ba-a02d-9d0869652e59,USER_00037,2023-08-29 07:10:00,Internet Bill,Business Internet Plan,Airtel Broadband,5217.66,46.04,6.6,746,Wallet Balance,Successful,MERCH_0290,iOS,Suburban,normal,normal,5211.0599999999995,0.008823878903569799,0.0012649348558549235,0.14297597007087468,7,1,0,Morning,1,5217.66,9
138,4c90bb3b-095d-4091-98e6-5690c713e2c6,USER_07960,2023-08-29 07:18:00,Mobile Recharge,Data Pack 50GB,Jio,4156.3,19.26,33.14,279,Credit Card,Successful,MERCH_0905,Android,Suburban,normal,normal,4123.16,0.004633929215889132,0.00797343791352886,0.06712701200587061,7,1,0,Morning,1,4156.3,4
139,8c4a1da4-fe16-47dd-b86e-3e4f6ee6f29b,USER_03376,2023-08-29 09:13:00,Water Bill,Commercial Property,Mumbai Water,8952.34,41.54,80.92,260,Credit Card,Successful,MERCH_0263,Web,Urban,normal,normal,8871.42,0.004640127609094382,0.009038977518726947,0.029042686046329785,9,1,0,Morning,1,8952.34,6
140,c88ef3ed-c755-489d-a44a-9eb22ab6f15d,USER_05098,2023-08-29 09:24:00,Loan Repayment,Home Loan EMI,ICICI Bank,8459.5,33.75,10.8,556,Debit Card,Successful,MERCH_0984,Android,Rural,normal,normal,8448.7,0.003989597493941723,0.0012766711980613512,0.06572492464093622,9,1,0,Morning,1,8459.5,3
141,94e74a34-65bc-498d-8172-a2ad46768093,USER_05169,2023-08-29 10:23:00,Mobile Recharge,Family Plan 999,Airtel,7881.82,48.46,75.81,220,Credit Card,Successful,MERCH_0335,Android,Urban,normal,normal,7806.009999999999,0.0061483261480216505,0.009618336881583188,0.0279123349683195,10,1,0,Morning,1,7881.82,14
142,71f60e3c-b447-4c6f-a80a-c3fb9ec39e4d,USER_09907,2023-08-29 13:33:00,Electricity Bill,Commercial Bill,Tata Power,1377.65,19.26,92.51,921,UPI,Successful,MERCH_0176,iOS,Urban,normal,normal,1285.14,0.01398032882081806,0.06715058251370086,0.6685297426777483,13,1,0,Afternoon,3,1150.98,7
143,9a4eda85-bcda-40bb-a9b4-bcb778ceef42,USER_00371,2023-08-29 13:51:00,Hotel Booking,Deluxe Room,Fab Hotels,2910.3,6.78,74.97,727,UPI,Successful,MERCH_0968,Android,Urban,normal,normal,2835.3300000000004,0.0023296567364189257,0.02576023090403051,0.2498024258667491,13,1,0,Afternoon,1,2910.3,4
144,318775f8-28d0-40e3-81b8-c64ff13025c6,USER_06230,2023-08-29 14:29:00,Internet Bill,4G Unlimited Plan,Airtel Broadband,7160.72,19.52,43.27,198,UPI,Failed,MERCH_0061,iOS,Urban,normal,normal,7117.45,0.002725982862058564,0.006042688444737401,0.0276508507524383,14,1,0,Afternoon,2,8503.125,5
145,fa69b2ab-fc17-4974-aa5f-a44b1b5303ca,USER_04371,2023-08-29 16:50:00,Gaming Credits,Battle Pass,PUBG Mobile,5617.83,14.28,6.46,925,UPI,Successful,MERCH_0394,Android,Suburban,normal,normal,5611.37,0.002541906750471267,0.0011499101966417637,0.16465432382254358,16,1,0,Afternoon,3,6590.12,10
146,4d1fd4c1-1e50-4651-9c58-354fc75bd459,USER_02079,2023-08-29 17:04:00,Education Fee,MBA Entrance Prep,Vedantu,1131.67,20.89,49.26,901,Bank Transfer,Successful,MERCH_0082,Web,Suburban,normal,normal,1082.41,0.018459444891178522,0.04352859049016056,0.7961684943490593,17,1,0,Afternoon,1,1131.67,9
147,22d07df2-c47c-4278-b40b-ea190510fa78,USER_06707,2023-08-29 19:43:00,Loan Repayment,Personal Loan Payment,SBI,9082.41,37.06,63.76,828,Bank Transfer,Successful,MERCH_0503,iOS,Urban,normal,normal,9018.65,0.004080414779777614,0.0070201631505294295,0.09116523037387654,19,1,0,Evening,1,9082.41,7
148,e99bf8ee-33fc-4a26-9337-2fb212e2bbec,USER_01234,2023-08-29 20:22:00,Streaming Service,Premium Plan,Netflix,5324.86,44.27,50.04,525,UPI,Failed,MERCH_0118,Android,Rural,normal,normal,5274.82,0.008313833603136984,0.009397430167178105,0.09859414144221633,20,1,0,Evening,1,5324.86,4
149,30c5a168-316d-4d65-a364-b8634c2536d4,USER_09491,2023-08-29 20:26:00,Loan Repayment,Car Loan Installment,SBI,2386.99,9.73,53.97,345,UPI,Successful,MERCH_0577,Android,Urban,normal,normal,2333.02,0.004076263411241773,0.0226100653961684,0.1445334919710598,20,1,0,Evening,1,2386.99,4
150,2d139edb-c707-4f54-abfe-6b989cb67789,USER_06445,2023-08-29 20:31:00,Online Shopping,Smart LED TV,Flipkart,856.1,4.23,76.02,979,Bank Transfer,Successful,MERCH_0257,Android,Rural,normal,normal,780.08,0.004941011564069619,0.08879803761242845,1.1435579955612662,20,1,0,Evening,3,3922.716666666667,4
151,13e57dfd-bf63-4cb5-8b16-b8da1bfbae76,USER_05897,2023-08-29 20:40:00,Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,306.79,31.96,28.41,567,Wallet Balance,Successful,MERCH_0552,iOS,Urban,normal,normal,278.38,0.104175494638026,0.09260406141008506,1.8481697578147918,20,1,0,Evening,1,306.79,5
152,fb5d8ee8-ea99-48eb-8de0-41880d1fccd5,USER_08042,2023-08-30 00:21:00,Internet Bill,Student Special Plan,Airtel Broadband,1197.19,34.77,35.97,388,Wallet Balance,Successful,MERCH_0175,Android,Urban,normal,normal,1161.22,0.029043009046183146,0.030045356209123027,0.3240922493505626,0,2,0,Night,3,3983.5866666666666,1
